Юлия-198125365-14:31:56.121523-/start
Юлия-198125365-14:32:20.602527-1
Юлия-198125365-14:32:24.751725-1
Юлия-198125365-14:32:26.654091-34
Юлия-198125365-14:32:28.721344-4
Юлия-198125365-14:32:31.751531-2
Юлия-198125365-14:33:00.922251-1
Юлия-198125365-14:34:47.823035-/start
Юлия-198125365-14:34:56.020350-1
Юлия-198125365-14:35:00.277385-1
Юлия-198125365-14:35:19.913462-506
Юлия-198125365-14:35:22.762663-234
Юлия-198125365-14:35:26.156090-3
Юлия-198125365-14:37:07.140086-/start
Юлия-198125365-14:37:12.178222-1
Юлия-198125365-14:37:15.731281-1
Юлия-198125365-14:37:19.080283-345
Юлия-198125365-14:37:20.789394-456
Юлия-198125365-14:37:24.292576-3
Юлия-198125365-12-11-2022 14:42 - /start
Юлия-198125365-12-11-2022 14:42 - 1
Юлия-198125365-12-11-2022 14:42 - 2
Юлия-198125365-12-11-2022 14:42 - 2
Юлия-198125365-12-11-2022 14:42 - dsdsd
Юлия-198125365-12-11-2022 14:42 - 44
Юлия-198125365-12-11-2022 14:42 - htht
Юлия-198125365-12-11-2022 14:42 - 4345
Юлия-198125365-12-11-2022 14:42 - 43
Юлия-198125365-12-11-2022 14:42 - 2
Юлия-198125365-12-11-2022 14:43 - /start
Юлия-198125365-12-11-2022 14:43 - 5555
Юлия-198125365-12-11-2022 14:43 - 3
Юлия-198125365-12-11-2022 14:44 - /start
Юлия-198125365-12-11-2022 14:44 - 1
Юлия-198125365-12-11-2022 14:44 - 1
Юлия-198125365-12-11-2022 14:44 - 456
Юлия-198125365-12-11-2022 14:45 - 5454
Юлия-198125365-12-11-2022 14:45 - 5
Юлия-198125365-12-11-2022 14:45 - уу
Юлия-198125365-12-11-2022 14:45 - 1
12-11-2022 14:45 - Юлия Выражение: 456 + 5454 = 5910
Юлия-198125365-12-11-2022 14:47 - /start
Юлия-198125365-12-11-2022 14:47 - 1
Юлия-198125365-12-11-2022 14:47 - 1
Юлия-198125365-12-11-2022 14:47 - 15
Юлия-198125365-12-11-2022 14:47 - 4
Юлия-198125365-12-11-2022 14:48 - 8
12-11-2022 14:48 - Юлия Выражение: 15 % 4 = 3
Юлия-198125365-12-11-2022 14:48 - 1
Юлия-198125365-12-11-2022 14:48 - 2
Юлия-198125365-12-11-2022 14:48 - 66
Юлия-198125365-12-11-2022 14:48 - 4
Юлия-198125365-12-11-2022 14:48 - 87
Юлия-198125365-12-11-2022 14:48 - 5
Юлия-198125365-12-11-2022 14:48 - 1
12-11-2022 14:48 - Юлия Выражение: (66+4j) + (87+5j) = (153+9j)
Юлия-198125365-12-11-2022 14:49 - 2
Юлия-198125365-12-11-2022 14:49 - /start
Юлия-198125365-12-11-2022 14:49 - Нет
Юлия-198125365-12-11-2022 14:49 - 7
Юлия-198125365-12-11-2022 14:53 - /start
Юлия-198125365-12-11-2022 14:53 - 1
Юлия-198125365-12-11-2022 14:54 - 1
Юлия-198125365-12-11-2022 14:54 - 23
Юлия-198125365-12-11-2022 14:54 - 34
Юлия-198125365-12-11-2022 14:54 - 1
12-11-2022 14:54 - Юлия Выражение: 23 + 34 = 57
Юлия-198125365-12-11-2022 14:54 - 2
Юлия-198125365 : 12-11-2022 15:02 - /start
Юлия-198125365 : 12-11-2022 15:03 - 1
Юлия-198125365 : 12-11-2022 15:03 - 1
Юлия-198125365 : 12-11-2022 15:03 - 2
Юлия-198125365 : 12-11-2022 15:03 - 0
Юлия-198125365 : 12-11-2022 15:03 - 4
Юлия - 12-11-2022 15:03 - Ошибка!: 2 невозможно поделить на 0!
Юлия-198125365 : 12-11-2022 15:03 - 1
Юлия-198125365 : 12-11-2022 15:03 - 1
Юлия-198125365 : 12-11-2022 15:03 - -98
Юлия-198125365 : 12-11-2022 15:03 - 2
Юлия-198125365 : 12-11-2022 15:03 - 6
Юлия - 12-11-2022 15:03 - Ошибка!: Невозможно найти квадратный корень числа -98!
Юлия-198125365 : 12-11-2022 15:04 - 1
Юлия-198125365 : 12-11-2022 15:05 - 1
Юлия-198125365 : 12-11-2022 15:05 - 3
Юлия-198125365 : 12-11-2022 15:05 - 3
Юлия-198125365 : 12-11-2022 15:05 - 0
Юлия-198125365 : 12-11-2022 15:06 - 2
Юлия-198125365 : 12-11-2022 15:06 - -32
Юлия-198125365 : 12-11-2022 15:06 - -4
Юлия-198125365 : 12-11-2022 15:06 - 0
Юлия-198125365 : 12-11-2022 15:06 - 0
Юлия-198125365 : 12-11-2022 15:06 - 6
Юлия - 12-11-2022 15:06 - Выражение: (-32-4j) ** 0.5 = (0.35286753406497906-5.6678492831582155j)
Юлия-198125365 : 12-11-2022 15:06 - 1
Юлия-198125365 : 12-11-2022 15:06 - 1
Юлия-198125365 : 12-11-2022 15:06 - 23
Юлия-198125365 : 12-11-2022 15:06 - 0
Юлия-198125365 : 12-11-2022 15:06 - 7
Юлия - 12-11-2022 15:06 - Ошибка!: 23 невозможно поделить на 0!
Юлия-198125365 : 12-11-2022 15:06 - 2
Юлия-198125365 : 12-11-2022 15:09 - /start
Юлия-198125365 : 12-11-2022 15:09 - 1
Юлия-198125365 : 12-11-2022 15:09 - 1
Юлия-198125365 : 12-11-2022 15:09 - 23
Юлия-198125365 : 12-11-2022 15:09 - 34
Юлия-198125365 : 12-11-2022 15:09 - 8
Юлия-198125365 : 12-11-2022 15:09 - Выражение: 23 % 34 = 23
Юлия-198125365 : 12-11-2022 15:09 - 1
Юлия-198125365 : 12-11-2022 15:09 - dfdf
Юлия-198125365 : 12-11-2022 15:12 - q
Юлия-198125365 : 12-11-2022 15:12 - /start
Юлия-198125365 : 12-11-2022 15:12 - 1
Юлия-198125365 : 12-11-2022 15:12 - 1
Юлия-198125365 : 12-11-2022 15:12 - 34
Юлия-198125365 : 12-11-2022 15:12 - fdff
Юлия-198125365 : 12-11-2022 15:12 - 66
Юлия-198125365 : 12-11-2022 15:12 - 0
Юлия-198125365 : 12-11-2022 15:12 - 1
Юлия-198125365 : 12-11-2022 15:12 - 456
Юлия-198125365 : 12-11-2022 15:12 - 567
Юлия-198125365 : 12-11-2022 15:12 - 4
Юлия-198125365 : 12-11-2022 15:12 - Выражение: 456 / 567 = 0.8042328042328042
Юлия-198125365 : 12-11-2022 15:12 - 2
